lurralde_kodea,herrialdea,euskarazko_izena,izen_ofiziala,biztanleria2014,emaitza,bai,ez,zuria,baliogabea,hautesleak,botoa_emandakoak,partehartzea,data,galdera,langabezia_tasa_2014,langabezia_tasa_2016_maiatza,euskara_gaitasuna
64034,Nafarroa Beherea,Arberatze-Zilhekoa,Arbérats-Sillègue,296,,,,,,,,,,,"6,4",,"17,22"
64035,Lapurdi,Arbona,Arbonne,2.056,,,,,,,,,,,"5,3",,"9,59"
64036,Nafarroa Beherea,Arboti-Zohota,Arbouet-Sussaute,300,,,,,,,,,,,"2,3",,"11,16"
64038,Lapurdi,Arrangoitze,Arcangues,3.107,,,,,,,,,,,"2,4",,"18,76"
64045,Nafarroa Beherea,Arhantsusi,Arhansus,73,,,,,,,,,,,"8,0",,"72,84"
64046,Nafarroa Beherea,Armendaritze,Armendarits,386,,,,,,,,,,,"4,9",,"16,01"
64047,Nafarroa Beherea,Arnegi,Arnéguy,241,,,,,,,,,,,"6,3",,"65,38"
64049,Zuberoa,Arüe-Ithorrotze-Olhaibi,Aroue-Ithorots-Olhaïby,247,,,,,,,,,,,"2,4",,"51,22"
64050,Zuberoa,Ürrüstoi-Larrabile,Arrast-Larrebieu,96,,,,,,,,,,,"6,3",,"60,19"
64051,Nafarroa Beherea,Arrueta-Sarrikota,Arraute-Charritte,381,,,,,,,,,,,"3,9",,"13,35"
64065,Lapurdi,Azkaine,Ascain,4.079,,,,,,,,,,,"6,7",,"8,49"
64066,Nafarroa Beherea,Azkarate,Ascarat,315,,,,,,,,,,,"11,6",,"51,27"
64081,Zuberoa,Altzürükü,Aussurucq,252,,,,,,,,,,,"3,4",,"58,27"
64086,Nafarroa Beherea,Aiherra,Ayherre,987,,,,,,,,,,,"4,6",,"17,28"
64092,Nafarroa Beherea,Banka,Banca,333,,,,,,,,,,,"8,1",,"63,47"
64093,Zuberoa,Barkoxe,Barcus,714,,,,,,,,,,,"9,7",,"77,39"
64094,Lapurdi,Bardoze,Bardos,1.621,,,,,,,,,,,"3,5",,"20,06"
64100,Lapurdi,Basusarri,Bassussarry,2.422,,,,,,,,,,,"7,0",,"16,93"
64102,Lapurdi,Baiona,Bayonne,44.331,,,,,,,,,,,"5,3",,"7,19"
64105,Nafarroa Beherea,Behauze,Béguios,262,,,,,,,,,,,"9,0",,"12,18"
64106,Nafarroa Beherea,Behaskane-Laphizketa,Béhasque-Lapiste,430,,,,,,,,,,,"6,0",,"17,07"
64107,Nafarroa Beherea,Behorlegi,Béhorléguy,76,,,,,,,,,,,"5,1",,"79,17"
64113,Nafarroa Beherea,Burgue-Erreiti,Bergouey-Viellenave,130,,,,,,,,,,,"6,7",,"13,68"
64115,Zuberoa,Berrogaine-Larüntze,Berrogain-Laruns,126,,,,,,,,,,,"9,4",,"51,47"
64120,Nafarroa Beherea,Bithiriña,Beyrie-sur-Joyeuse,511,,,,,,,,,,,"3,1",,"16,04"
64122,Lapurdi,Biarritz,Biarritz,25.903,,,,,,,,,,,"4,6",,"8,26"
64123,Nafarroa Beherea,Bidaxune,Bidache,1.289,,,,,,,,,,,"11,8",,"15,25"
64124,Nafarroa Beherea,Bidarrai,Bidarray,658,,,,,,,,,,,"14,0",,"68,78"
64125,Lapurdi,Bidarte,Bidart,6.296,,,,,,,,,,,"12,1",,"9,27"
64130,Lapurdi,Biriatu,Biriatou,1.114,,,,,,,,,,,"5,1",,"8,55"
64134,Lapurdi,Lekuine,Bonloc,370,,,,,,,,,,,"5,8",,"20,14"
64140,Lapurdi,Bokale,Boucau,7.801,,,,,,,,,,,"9,2",,"8,07"
64147,Lapurdi,Beskoitze,Briscous,2.637,,,,,,,,,,,"3,8",,"17,44"
64150,Nafarroa Beherea,Bunuze,Bunus,159,,,,,,,,,,,"2,9",,"79,72"
64154,Nafarroa Beherea,Duzunaritze-Sarasketa,Bussunarits-Sarrasquette,170,,,,,,,,,,,"4,6",,"75,98"
64155,Nafarroa Beherea,Buztintze-Hiriberri,Bustince-Iriberry,90,,,,,,,,,,,"4,3",,"73,40"
64160,Lapurdi,Kanbo,Cambo-les-Bains,6.577,,,,,,,,,,,"12,8",,"22,12"
64161,Nafarroa Beherea,Akamarre,Came,856,,,,,,,,,,,"6,8",,"11,01"
64162,Zuberoa,Gamere-Zihiga,Camou-Cihigue,102,,,,,,,,,,,"7,5",,"65,79"
64166,Nafarroa Beherea,Zaro,Çaro,183,,,,,,,,,,,"4,4",,"73,91"
64187,Zuberoa,Sarrikotapea,Charritte-de-Bas,247,,,,,,,,,,,"6,4",,"63,64"
64188,Zuberoa,Sohüta,Chéraute,1.106,,,,,,,,,,,"12,2",,"50,54"
64189,Lapurdi,Ziburu,Ciboure,6.864,,,,,,,,,,,"3,5",,"11,04"
64202,Zuberoa,Domintxaine-Berroeta,Domezain-Berraute,512,,,,,,,,,,,"7,6",,"60,17"
64213,Lapurdi,Ezpeleta,Espelette,2.006,,,,,,,,,,,"8,5",,"14,96"
64214,Zuberoa,Ezpeize-Ündüreine,Espès-Undurein,504,,,,,,,,,,,"8,9",,"59,70"
64217,Zuberoa,Eskiula,Esquiule,537,,,,,,,,,,,"10,3",,"62,85"
64218,Nafarroa Beherea,Ezterenzubi,Estérençuby,357,,,,,,,,,,,"6,7",,"78,01"
64221,Zuberoa,Etxarri,Etcharry,126,,,,,,,,,,,"0,0",,"59,02"
64222,Zuberoa,Etxebarre,Etchebar,68,,,,,,,,,,,"6,8",,"67,74"
64228,Nafarroa Beherea,Gabadi,Gabat,218,,,,,,,,,,,"1,2",,"10,23"
64229,Nafarroa Beherea,Gamarte,Gamarthe,123,,,,,,,,,,,"7,4",,"64,76"
64231,Zuberoa,Garindaine,Garindein,516,,,,,,,,,,,"3,2",,"68,38"
64235,Nafarroa Beherea,Garrüze,Garris,298,,,,,,,,,,,"5,5",,"17,61"
64242,Zuberoa,Jeztaze,Gestas,66,,,,,,,,,,,"2,8",,"67,14"
64247,Zuberoa,Gotaine-Irabarne,Gotein-Libarrenx,447,,,,,,,,,,,"7,4",,"55,95"
64249,Lapurdi,Getaria,Guéthary,1.326,,,,,,,,,,,"2,8",,"11,23"
64250,Lapurdi,Gixune,Guiche,920,,,,,,,,,,,"9,9",,"20,27"
64255,Lapurdi,Haltsu,Halsou,517,,,,,,,,,,,"8,1",,"15,31"
64256,Lapurdi,Hazparne,Hasparren,6.139,,,,,,,,,,,"9,6",,"20,62"
64258,Zuberoa,Hauze,Haux,90,,,,,,,,,,,"8,6",,"65,05"
64259,Nafarroa Beherea,Heleta,Hélette,709,,,,,,,,,,,"6,3",,"27,94"
64260,Lapurdi,Hendaia,Hendaye,15.976,,,,,,,,,,,,,"8,73"
64264,Zuberoa,Ospitalepea,L'Hôpital-Saint-Blaise,83,,,,,,,,,,,,,"64,47"
64265,Nafarroa Beherea,Hozta,Hosta,75,,,,,,,,,,,,,"72,15"
64267,Nafarroa Beherea,Ibarrola,Ibarrolle,98,,,,,,,,,,,,,"77,27"
64268,Zuberoa,Idauze-Mendi,Idaux-Mendy,265,,,,,,,,,,,,,"57,41"
64271,Nafarroa Beherea,Iholdi,Iholdy,554,,,,,,,,,,,,,"21,12"
64272,Nafarroa Beherea,Ilharre,Ilharre,148,,,,,,,,,,,,,"11,45"
64273,Nafarroa Beherea,Irisarri,Irissarry,866,,,,,,,,,,,,,"28,59"
64274,Nafarroa Beherea,Irulegi,Irouléguy,341,,,,,,,,,,,,,"60,34"
64275,Nafarroa Beherea,Izpura,Ispoure,606,,,,,,,,,,,,,"81,35"
64277,Nafarroa Beherea,Izturitze,Isturits,458,,,,,,,,,,,,,"23,61"
64279,Lapurdi,Itsasu,Itxassou,2.018,,,,,,,,,,,,,"42,20"
64282,Lapurdi,Jatsu,Jatxou,1.096,,,,,,,,,,,,,"18,10"
64283,Nafarroa Beherea,Jatsu,Jaxu,165,,,,,,,,,,,,,"70,42"
64285,Nafarroa Beherea,Jutsi,Juxue,219,,,,,,,,,,,,,"59,38"
64289,Nafarroa Beherea,Bastida,Labastide-Clairence,1.010,,,,,,,,,,,,,"18,27"
64294,Nafarroa Beherea,Labetze-Bizkai,Labets-Biscay,155,,,,,,,,,,,,,"12,05"
64297,Nafarroa Beherea,Lakarra,Lacarre,163,,,,,,,,,,,,,"85,04"
64298,Zuberoa,Lakarri-Arhane-Sarrikotagaine,Lacarry-Arhan-Charritte-de-Haut,128,,,,,,,,,,,,,"65,32"
64303,Zuberoa,Liginaga-Astüe,Laguinge-Restoue,178,,,,,,,,,,,,,"63,76"
64304,Lapurdi,Lehuntze,Lahonce,2.062,,,,,,,,,,,,,"9,02"
64313,Nafarroa Beherea,Landibarre,Lantabat,294,,,,,,,,,,,,,"71,48"
64314,Nafarroa Beherea,Larzabale-Arroze-Zibitze,Larceveau-Arros-Cibits,402,,,,,,,,,,,,,"75,92"
64316,Zuberoa,Larraine,Larrau,196,,,,,,,,,,,,,"73,36"
64317,Lapurdi,Larresoro,Larressore,1.683,,,,,,,,,,,,,"18,64"
64319,Nafarroa Beherea,Larribarre-Sorhapürü,Larribar-Sorhapuru,189,,,,,,,,,,,,,"19,35"
64322,Nafarroa Beherea,Lasa,Lasse,300,,,,,,,,,,,,,"68,97"
64327,Nafarroa Beherea,Lekunberri,Lecumberry,181,,,,,,,,,,,,,"69,78"
64340,Zuberoa,Lexantzü-Zunharre,Lichans-Sunhar,66,,,,,,,,,,,,,"69,74"
64342,Zuberoa,Ligi-Atherei,Licq-Athérey,248,,,,,,,,,,,,,"60,17"
64345,Zuberoa,Lohitzüne-Oihergi,Lohitzun-Oyhercq,196,,,,,,,,,,,,,"61,75"
64350,Lapurdi,Luhuso,Louhossoa,888,,,,,,,,,,,,,"58,86"
64362,Nafarroa Beherea,Lüküze-Altzümarta,Luxe-Sumberraute,338,,,,,,,,,,,,,"16,47"
64364,Lapurdi,Makea,Macaye,545,,,,,,,,,,,,,"20,94"
64368,Nafarroa Beherea,Martxueta,Masparraute,252,,,,,,,,,,,,,"12,92"
64371,Zuberoa,Maule-Lextarre,Mauléon-Licharre,3.217,,,,,,,,,,,,,"57,41"
64375,Nafarroa Beherea,Mehaine,Méharin,259,,,,,,,,,,,,,"23,66"
64377,Lapurdi,Lekorne,Mendionde,824,,,,,,,,,,,,,"22,98"
64378,Zuberoa,Mendikota,Menditte,195,,,,,,,,,,,,,"71,28"
64379,Nafarroa Beherea,Mendibe,Mendive,188,,,,,,,,,,,,,"60,99"
64391,Zuberoa,Mitikile-Larrori-Mendibile,Moncayolle-Larrory-Mendibieu,334,,,,,,,,,,,,,"65,01"
64404,Zuberoa,Montori,Montory,320,,,,,,,,,,,,,"62,18"
64407,Lapurdi,Mugerre,Mouguerre,4.655,,,,,,,,,,,,,"8,97"
64411,Zuberoa,Muskildi,Musculdy,236,,,,,,,,,,,,,"70,14"
64424,Zuberoa,Urdiñarbe,Ordiarp,528,,,,,,,,,,,,,"59,03"
64425,Nafarroa Beherea,Oragarre,Orègue,476,,,,,,,,,,,,,"19,49"
64429,Nafarroa Beherea,Ostankoa,Orsanco,100,,,,,,,,,,,,,"15,63"
64432,Zuberoa,Ozaze-Zühara,Ossas-Suhare,90,,,,,,,,,,,,,"65,06"
64435,Zuberoa,Ozaraine-Erribareita,Osserain-Rivareyte,226,,,,,,,,,,,,,"51,13"
64436,Nafarroa Beherea,Ortzaize,Ossès,871,,,,,,,,,,,,,"58,91"
64437,Nafarroa Beherea,Izura-Azme,Ostabat-Asme,200,,,,,,,,,,,,,"56,83"
64441,Zuberoa,Pagola,Pagolle,270,,,,,,,,,,,,,"62,20"
64468,Zuberoa,Arrokiaga,Roquiague,119,,,,,,,,,,,,,"74,02"
64475,Zuberoa,Urdatx,Sainte-Engrâce,209,,,,,,,,,,,,,"70,52"
64476,Nafarroa Beherea,Donoztiri,Saint-Esteben,451,,,,,,,,,,,,,"23,12"
64477,Nafarroa Beherea,Baigorri,Saint-Étienne-de-Baïgorry,1.585,,,,,,,,,,,,,"53,74"
64483,Lapurdi,Donibane Lohizune,Saint-Jean-de-Luz,12.960,,,,,,,,,,,,,"8,38"
64484,Nafarroa Beherea,Donazaharre,Saint-Jean-le-Vieux,862,,,,,,,,,,,,,"70,18"
64485,Nafarroa Beherea,Donibane Garazi,Saint-Jean-Pied-de-Port,1.490,,,,,,,,,,,,,"68,37"
64487,Nafarroa Beherea,Donaixti-Ibarre,Saint-Just-Ibarre,238,,,,,,,,,,,,,"62,13"
64489,Nafarroa Beherea,Donamartiri,Saint-Martin-d'Arbéroue,321,,,,,,,,,,,,,"18,09"
64490,Nafarroa Beherea,Arrosa,Saint-Martin-d'Arrossa,487,,,,,,,,,,,,,"54,75"
64492,Nafarroa Beherea,Eiheralarre,Saint-Michel,275,,,,,,,,,,,,,"78,60"
64493,Nafarroa Beherea,Donapaleu,Saint-Palais,1.856,,,,,,,,,,,,,"19,19"
64495,Lapurdi,Senpere,Saint-Pée-sur-Nivelle,5.865,,,,,,,,,,,,,"20,19"
64496,Lapurdi,Hiriburu,Saint-Pierre-d'Irube,4.517,,,,,,,,,,,,,"8,93"
64502,Nafarroa Beherea,Samatze,Sames,656,,,,,,,,,,,,,"14,73"
64504,Lapurdi,Sara,Sare,2.517,,,,,,,,,,,,,"58,80"
64509,Zuberoa,Zalgize-Doneztebe,Sauguis-Saint-Étienne,163,,,,,,,,,,,,,"56,35"
64527,Lapurdi,Zuraide,Souraïde,1.270,,,,,,,,,,,,,"12,98"
64528,Nafarroa Beherea,Suhuskune,Suhescun,187,,,,,,,,,,,,,"60,49"
64533,Zuberoa,Atharratze-Sorholüze,Tardets-Sorholus,605,,,,,,,,,,,,,"74,84"
64537,Zuberoa,Iruri,Trois-Villes,136,,,,,,,,,,,,,"65,54"
64538,Nafarroa Beherea,Uharte Garazi,Uhart-Cize,702,,,,,,,,,,,,,"79,61"
64539,Nafarroa Beherea,Uhartehiri,Uhart-Mixe,223,,,,,,,,,,,,,"19,02"
64540,Lapurdi,Urketa,Urcuit,2.225,,,,,,,,,,,,,"9,02"
64543,Nafarroa Beherea,Urepele,Urepel,327,,,,,,,,,,,,,"63,46"
64545,Lapurdi,Urruña,Urrugne,8.946,,,,,,,,,,,,,"9,65"
64546,Lapurdi,Ahurti,Urt,2.208,,,,,,,,,,,,,"18,80"
64547,Lapurdi,Uztaritze,Ustaritz,6.226,,,,,,,,,,,,,"13,30"
64558,Lapurdi,Milafranga,Villefranque,2.266,,,,,,,,,,,,,"9,07"
64559,Zuberoa,Bildoze-Onizepea,Viodos-Abense-de-Bas,765,,,,,,,,,,,,,"65,35"
